ts,computer,event_id,image,command_line,target_object,message,level,source,label
2025-12-02 00:16:48.300000+00:00,Active_Directory_Server,4688,,,,"""A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E4

Process Information:
	New Process ID:		0xf8
	New Process Name:	C:\Windows\System32\wbem\WmiPrvSE.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x34c
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.""",3,wazuh,0
2025-12-02 00:16:48.315000+00:00,Active_Directory_Server,4673,,,,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-20
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E4

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0xf8
	Process Name:	C:\Windows\System32\wbem\WmiPrvSE.exe

Service Request Information:
	Privileges:		SeProfileSingleProcessPrivilege""",4,wazuh,0
2025-12-02 00:23:35.850000+00:00,Active_Directory_Server,4688,,,,"""A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x18b0
	New Process Name:	C:\Windows\System32\taskhostw.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x598
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.""",3,wazuh,0
2025-12-02 00:23:35.852000+00:00,Active_Directory_Server,1,C:\\Windows\\System32\\taskhostw.exe,taskhostw.exe,,"""Process Create:
RuleName: -
UtcTime: 2025-12-02 00:23:37.451
ProcessGuid: {b4c300ce-3189-692e-ee10-000000001100}
ProcessId: 6320
Image: C:\Windows\System32\taskhostw.exe
FileVersion: 10.0.20348.1 (WinBuild.160101.0800)
Description: Host Process for Windows Tasks
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: taskhostw.exe
CommandLine: taskhostw.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {b4c300ce-31c3-6928-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=5487316514F4ADA7E6E0BD9EAA2256E7,SHA256=F447AE2E838D4DE71CA4BABA321FEA67DABB38AA4321EFAC81F3FF03CF55FE0A,IMPHASH=1C4E2D9936E4D9F2490B08AAB4D24260
ParentProcessGuid: {b4c300ce-31c4-6928-2100-000000001100}
ParentProcessId: 1432
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
ParentUser: NT AUTHORITY\SYSTEM""",3,wazuh,0
2025-12-02 00:23:35.862000+00:00,Active_Directory_Server,4688,,,,"""A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E4

Process Information:
	New Process ID:		0x18d4
	New Process Name:	C:\Windows\System32\sppsvc.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x274
	Creator Process Name:	C:\Windows\System32\services.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.""",3,wazuh,0
2025-12-02 00:23:35.878000+00:00,Active_Directory_Server,4673,,,,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-20
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E4

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x18d4
	Process Name:	C:\Windows\System32\sppsvc.exe

Service Request Information:
	Privileges:		SeProfileSingleProcessPrivilege""",4,wazuh,0
2025-12-02 00:23:35.925000+00:00,Active_Directory_Server,4688,,,,"""A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x3c4
	New Process Name:	C:\Windows\System32\svchost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x274
	Creator Process Name:	C:\Windows\System32\services.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.""",3,wazuh,0
2025-12-02 00:24:05.283000+00:00,Active_Directory_Server,16384,,,,"""Successfully scheduled Software Protection service for re-start at 2026-01-27T06:13:07Z. Reason: RulesEngine.""",3,wazuh,0
2025-12-02 00:28:40.333000+00:00,Active_Directory_Server,4688,,,,"""A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Process Information:
	New Process ID:		0xe1c
	New Process Name:	C:\Windows\System32\svchost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x274
	Creator Process Name:	C:\Windows\System32\services.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.""",3,wazuh,0
2025-12-02 00:28:42.363000+00:00,Active_Directory_Server,22,C:\\Windows\\System32\\svchost.exe,,,"""Dns query:
RuleName: -
UtcTime: 2025-12-02 00:28:47.718
ProcessGuid: {b4c300ce-32b9-692e-f110-000000001100}
ProcessId: 3612
QueryName: wpad
QueryStatus: 9003
QueryResults: -
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\LOCAL SERVICE""",3,wazuh,0
2025-12-02 00:31:31.505000+00:00,Active_Directory_Server,4688,,,,"""A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x164c
	New Process Name:	C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x598
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.""",3,wazuh,0
2025-12-02 00:31:31.518000+00:00,Active_Directory_Server,1,C:\\Program Files (x86)\\Microsoft\\EdgeUpdate\\MicrosoftEdgeUpdate.exe,"\""C:\\Program Files (x86)\\Microsoft\\EdgeUpdate\\MicrosoftEdgeUpdate.exe\"" /ua /installsource scheduler",,"""Process Create:
RuleName: -
UtcTime: 2025-12-02 00:31:33.109
ProcessGuid: {b4c300ce-3365-692e-f210-000000001100}
ProcessId: 5708
Image: C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe
FileVersion: 1.3.209.9
Description: Microsoft Edge Update
Product: Microsoft Edge Update
Company: Microsoft Corporation
OriginalFileName: msedgeupdate.dll
CommandLine: ""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {b4c300ce-31c3-6928-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=80306EB362C63D6A63F443A3B2B84EDF,SHA256=B0585142D771FD68F0F939B925E4D32B491CD097350131F8F5C006EB8B2B0397,IMPHASH=CD3B2D99C6655A5D4A14E30E380F5BF9
ParentProcessGuid: {b4c300ce-31c4-6928-2100-000000001100}
ParentProcessId: 1432
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
ParentUser: NT AUTHORITY\SYSTEM""",3,wazuh,0
2025-12-02 00:38:25.349000+00:00,Active_Directory_Server,4688,,,,"""A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E4

Process Information:
	New Process ID:		0x7c
	New Process Name:	C:\Windows\System32\wbem\WmiPrvSE.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x34c
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.""",3,wazuh,0
2025-12-02 00:38:25.350000+00:00,Active_Directory_Server,1,C:\\Windows\\servicing\\TrustedInstaller.exe,C:\\Windows\\servicing\\TrustedInstaller.exe,,"""Process Create:
RuleName: -
UtcTime: 2025-12-02 00:38:26.769
ProcessGuid: {b4c300ce-3502-692e-f410-000000001100}
ProcessId: 5740
Image: C:\Windows\servicing\TrustedInstaller.exe
FileVersion: 10.0.20348.502 (WinBuild.160101.0800)
Description: Windows Modules Installer
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: TrustedInstaller.exe
CommandLine: C:\Windows\servicing\TrustedInstaller.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {b4c300ce-31c3-6928-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=464D0D44C67DD965EE607CFCD99A48AB,SHA256=B864B5AF5F77F4A5D0FE8E22B240C34691D49815BC7FE3B7FAC7E1C959CBE528,IMPHASH=6CDFF17098638A6205128AAF982E8871
ParentProcessGuid: {b4c300ce-31c2-6928-0b00-000000001100}
ParentProcessId: 628
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe
ParentUser: NT AUTHORITY\SYSTEM""",3,wazuh,0
2025-12-02 00:38:25.377000+00:00,Active_Directory_Server,1,C:\\Windows\\WinSxS\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.20348.557_none_f1edaeb8515fa10d\\TiWorker.exe,C:\\Windows\\winsxs\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.20348.557_none_f1edaeb8515fa10d\\TiWorker.exe -Embedding,,"""Process Create:
RuleName: -
UtcTime: 2025-12-02 00:38:26.789
ProcessGuid: {b4c300ce-3502-692e-f510-000000001100}
ProcessId: 5252
Image: C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.20348.557_none_f1edaeb8515fa10d\TiWorker.exe
FileVersion: 10.0.20348.557 (WinBuild.160101.0800)
Description: Windows Modules Installer Worker
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: TiWorker.exe
CommandLine: C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.20348.557_none_f1edaeb8515fa10d\TiWorker.exe -Embedding
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {b4c300ce-31c3-6928-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=0B6F22DA11CC77C46AA67EE6B6C3EAD0,SHA256=E4C3EB66ECB2E946924031191D761A59DEBE940BE7F019FED78C8B558D67EE47,IMPHASH=D841FC50F72911FF192FAF83F874E4DF
ParentProcessGuid: {b4c300ce-31c4-6928-0d00-000000001100}
ParentProcessId: 844
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch -p
ParentUser: NT AUTHORITY\SYSTEM""",3,wazuh,0
2025-12-02 00:38:25.409000+00:00,Active_Directory_Server,4673,,,,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-20
	Account Name:		AD-DC-SERVER$
	Account Domain:		SOC
	Logon ID:		0x3E4

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x7c
	Process Name:	C:\Windows\System32\wbem\WmiPrvSE.exe

Service Request Information:
	Privileges:		SeProfileSingleProcessPrivilege""",4,wazuh,0
